Row ID,USEEIO Sector Name,USEEIO Sector Code,Activity Category,IPCC/UNFCCC Category,Activity Subcategory,Activity Type,Activity,Fuel Consumed,Gas Category,Gas,Emissions (kg),Emissions Intensity (kg/USD_2022),AR5-100 GWP,Emissions (kgCO2e),Emissions (MTCO2e),Contribution to USEEIO Sector's Scope 1 (%),Attribution Sources
10469,"Independent artists, writers, and performers",711500,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Commercial Stationary Air Conditioning,,Fluorinated gases (F-Gases),HFC-125,0.4598514483883615,1.6479768075844377e-11,3170.0,1457.729091391106,0.0014577290913911061,5.0013974872882693e-05,Detail_Use_2022
10470,"Independent artists, writers, and performers",711500,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-32,1.710536357525428,6.130075822553856e-11,677.0,1158.0331140447147,0.0011580331140447148,3.973155191169826e-05,Detail_Use_2022
10471,"Independent artists, writers, and performers",711500,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Commercial Stationary Air Conditioning,,Fluorinated gases (F-Gases),HFC-134a,0.7522267999116049,2.6957669148208317e-11,1300.0,977.8948398850864,0.0009778948398850864,3.3551095494473e-05,Detail_Use_2022
10472,"Independent artists, writers, and performers",711500,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Commercial Stationary Air Conditioning,,Fluorinated gases (F-Gases),HFC-143a,0.12569535395180448,4.50456400343336e-12,4800.0,603.3376989686615,0.0006033376989686615,2.0700222485980087e-05,Detail_Use_2022
10473,"Independent artists, writers, and performers",711500,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Commercial Stationary Air Conditioning,,Carbon dioxide,Carbon dioxide,342.16185996133765,1.2262107940128213e-08,1.0,342.16185996133765,0.00034216185996133766,1.1739406702952185e-05,Detail_Use_2022
10474,"Independent artists, writers, and performers",711500,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Commercial Stationary Air Conditioning,,Fluorinated gases (F-Gases),HFC-32,0.3140115052462138,1.1253279287780025e-11,677.0,212.58578905168673,0.00021258578905168673,7.293714843693398e-06,Detail_Use_2022
10475,"Independent artists, writers, and performers",711500,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-236fa,0.008210057040797362,2.942250946386669e-13,8060.0,66.17305974882673,6.617305974882673e-05,2.270365438327958e-06,Detail_Use_2022
10476,"Independent artists, writers, and performers",711500,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Commercial Stationary Air Conditioning,,Fluorinated gases (F-Gases),HFC-236fa,0.0015071602297115929,5.401233621386156e-14,8060.0,12.147711451475438,1.2147711451475438e-05,4.167820611423305e-07,Detail_Use_2022
10477,Promoters of performing arts and sports and agents for public figures,711A00,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Combustion for Non-Manufacturing Purposes,,,Carbon dioxide,Carbon dioxide,59963597.63267504,0.001144203193437227,1.0,59963597.63267504,59.96359763267504,0.562964716977148,Detail_Use_2022
10478,Promoters of performing arts and sports and agents for public figures,711A00,Fuel Combustion,Energy,Stationary Combustion,Petroleum Combustion,,,Carbon dioxide,Carbon dioxide,41120958.05955274,0.0007855285808939699,1.0,41120958.05955274,41.120958059552734,0.3860617012614116,Detail_Use_2022
10479,Promoters of performing arts and sports and agents for public figures,711A00,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-125,390.37293061955745,7.435536869247e-09,3170.0,1237482.1900639972,1.2374821900639972,0.01161802891082739,Detail_Use_2022
10480,Promoters of performing arts and sports and agents for public figures,711A00,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-134a,638.5735684887253,1.2163080326007273e-08,1300.0,830145.6390353428,0.8301456390353429,0.007793773608985122,Detail_Use_2022
10481,Promoters of performing arts and sports and agents for public figures,711A00,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-143a,106.70416252769682,2.03242251791796e-09,4800.0,512179.98013294477,0.5121799801329447,0.004808571682493317,Detail_Use_2022
10482,Promoters of performing arts and sports and agents for public figures,711A00,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Fluorinated gases (F-Gases),HFC-125,145.6423967403998,2.7980803407864475e-09,3170.0,461686.39766706736,0.46168639766706737,0.004334515647093348,Detail_Use_2022
10483,Promoters of performing arts and sports and agents for public figures,711A00,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Fluorinated gases (F-Gases),HFC-134a,238.24240287912102,4.5771107778871e-09,1300.0,309715.1237428573,0.3097151237428573,0.002907742261388757,Detail_Use_2022
10484,Promoters of performing arts and sports and agents for public figures,711A00,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Carbon dioxide,Carbon dioxide,290464.95012132847,5.5325630351043765e-06,1.0,290464.95012132847,0.29046495012132845,0.0027270131361786377,Detail_Use_2022
10485,Promoters of performing arts and sports and agents for public figures,711A00,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Commercial Stationary Air Conditioning,,Fluorinated gases (F-Gases),HFC-125,71.6626635919961,1.3649777827603195e-09,3170.0,227170.64358662762,0.2271706435866276,0.002132778254161551,Detail_Use_2022
10486,Promoters of performing arts and sports and agents for public figures,711A00,Process & Fugitive Gases,Energy,Non-Energy Uses of Fossil Fuels,Transportation Lubricants,,Aggregated Fossil Fuels,Carbon dioxide,Carbon dioxide,221480.37679430895,2.3662913755119916e-07,1.0,221480.37679430895,0.22148037679430896,0.0020793555183563107,Detail_Use_2022
10487,Promoters of performing arts and sports and agents for public figures,711A00,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Fluorinated gases (F-Gases),HFC-143a,39.80975306880653,7.648245972767057e-10,4800.0,191086.81473027135,0.19108681473027134,0.0017940073447840071,Detail_Use_2022
10488,Promoters of performing arts and sports and agents for public figures,711A00,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil Combustion,Fuel Oil,Fuel Oil,Methane,Methane,6767.767948423014,1.2928383489132762e-07,28.0,189497.50255584437,0.18949750255584438,0.0017790861807146742,Detail_Use_2022
10489,Promoters of performing arts and sports and agents for public figures,711A00,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-32,266.56780571385394,5.077387779920854e-09,677.0,180466.40446827913,0.18046640446827913,0.0016942982463748477,Detail_Use_2022
10490,Promoters of performing arts and sports and agents for public figures,711A00,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Combustion for Manufacturing Purposes,Natural gas,Natural Gas,Methane,Methane,5568.271081780643,1.0625168944542776e-07,28.0,155911.590289858,0.155911590289858,0.0014637668146375248,Detail_Use_2022
10491,Promoters of performing arts and sports and agents for public figures,711A00,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Commercial Stationary Air Conditioning,,Fluorinated gases (F-Gases),HFC-134a,117.22606571290606,2.2328360018757308e-09,1300.0,152393.88542677788,0.15239388542677787,0.0014307410489924374,Detail_Use_2022
10492,Promoters of performing arts and sports and agents for public figures,711A00,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Carbon dioxide,Carbon dioxide,108368.19919252757,2.081968812059037e-06,1.0,108368.19919252757,0.10836819919252756,0.0010174084777478498,Detail_Use_2022
10493,Promoters of performing arts and sports and agents for public figures,711A00,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Commercial Stationary Air Conditioning,,Fluorinated gases (F-Gases),HFC-143a,19.5882037490458,3.7310171826513285e-10,4800.0,94023.37799541984,0.09402337799541984,0.0008827329658683388,Detail_Use_2022
10494,Promoters of performing arts and sports and agents for public figures,711A00,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Fluorinated gases (F-Gases),HFC-32,99.45252621993633,1.910680987717922e-09,677.0,67329.36025089689,0.06732936025089689,0.0006321177470052954,Detail_Use_2022
10495,Promoters of performing arts and sports and agents for public figures,711A00,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil,Fuel Oil,Fuel Oil,Nitrous oxide,Nitrous oxide,238.36164442266872,4.553393041371385e-09,265.0,63165.83577200721,0.06316583577200721,0.000593028741801773,Detail_Use_2022
10496,Promoters of performing arts and sports and agents for public figures,711A00,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Commercial Stationary Air Conditioning,,Carbon dioxide,Carbon dioxide,53322.06813821489,1.0156395909853444e-06,1.0,53322.06813821489,0.05332206813821489,0.0005006111071245809,Detail_Use_2022
10497,Promoters of performing arts and sports and agents for public figures,711A00,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Commercial Stationary Air Conditioning,,Fluorinated gases (F-Gases),HFC-32,48.935152739741305,9.320808484878861e-10,677.0,33129.09840480486,0.033129098404804866,0.00031103059595287056,Detail_Use_2022
10498,Promoters of performing arts and sports and agents for public figures,711A00,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Non-Manufacturing,Natural gas,Natural Gas,Nitrous oxide,Nitrous oxide,117.66912770291108,2.2453187767586156e-09,265.0,31182.318841271437,0.03118231884127144,0.00029275337028146953,Detail_Use_2022
10499,Promoters of performing arts and sports and agents for public figures,711A00,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-236fa,1.2794448247314711,2.436992532079402e-11,8060.0,10312.325287335658,0.010312325287335658,9.68166607067905e-05,Detail_Use_2022
10500,Promoters of performing arts and sports and agents for public figures,711A00,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Fluorinated gases (F-Gases),HFC-236fa,0.47734203925269975,9.170690717515484e-12,8060.0,3847.37683637676,0.00384737683637676,3.612087161719975e-05,Detail_Use_2022
10501,Promoters of performing arts and sports and agents for public figures,711A00,Fuel Combustion,Energy,Mobile Combustion,Other Non-Road Vehicles,Other Non-Road,Aggregated Fossil Fuels,Nitrous oxide,Nitrous oxide,9.168959525755294,9.887802788477618e-11,265.0,2429.774274325153,0.002429774274325153,2.2811793165632856e-05,Detail_Use_2022
10502,Promoters of performing arts and sports and agents for public figures,711A00,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Commercial Stationary Air Conditioning,,Fluorinated gases (F-Gases),HFC-236fa,0.23487392917775798,4.473706097537067e-12,8060.0,1893.0838691727295,0.0018930838691727295,1.7773106796415648e-05,Detail_Use_2022
10503,Promoters of performing arts and sports and agents for public figures,711A00,Fuel Combustion,Energy,Mobile Combustion,Other Non-Road Vehicles,Other Non-Road,Aggregated Fossil Fuels,Methane,Methane,21.6944126186538,2.339524708147719e-10,28.0,607.4435533223063,0.0006074435533223063,5.7029481481501576e-06,Detail_Use_2022
10504,Promoters of performing arts and sports and agents for public figures,711A00,Fuel Combustion,Energy,Stationary Combustion,Coal Combustion for Non-Manufacturing Purposes,,,Carbon dioxide,Carbon dioxide,105.95158486841862,1.1425815255949381e-09,1.0,105.95158486841862,0.00010595158486841862,9.94720236002435e-07,Detail_Use_2022
10505,"Museums, historical sites, zoos, and parks",712000,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Combustion for Non-Manufacturing Purposes,,,Carbon dioxide,Carbon dioxide,89005518.35857381,0.004238559853258432,1.0,89005518.35857381,89.00551835857381,0.666594698060636,Detail_Use_2022
10506,"Museums, historical sites, zoos, and parks",712000,Fuel Combustion,Energy,Stationary Combustion,Petroleum Combustion,,,Carbon dioxide,Carbon dioxide,35231740.57305864,0.0016777818264230985,1.0,35231740.57305864,35.231740573058644,0.26386331884315545,Detail_Use_2022
10507,"Museums, historical sites, zoos, and parks",712000,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-125,649.3634626996698,3.092354220199389e-08,3170.0,2058482.1767579531,2.0584821767579533,0.015416721686301921,Detail_Use_2022
10508,"Museums, historical sites, zoos, and parks",712000,Process & Fugitive Gases,Energy,Non-Energy Uses of Fossil Fuels,Transportation Lubricants,,Aggregated Fossil Fuels,Carbon dioxide,Carbon dioxide,1642894.8592755485,1.7552651808910101e-06,1.0,1642894.8592755485,1.6428948592755486,0.012304237117660257,Detail_Use_2022
10509,"Museums, historical sites, zoos, and parks",712000,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-134a,1062.2312949932516,5.05848514211749e-08,1300.0,1380900.683491227,1.380900683491227,0.0103420674486178,Detail_Use_2022
10510,"Museums, historical sites, zoos, and parks",712000,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-143a,177.49638622095122,8.452611372967819e-09,4800.0,851982.6538605659,0.8519826538605658,0.006380807958615471,Detail_Use_2022
10511,"Museums, historical sites, zoos, and parks",712000,Fuel Combustion,Energy,Stationary Combustion,Coal Combustion for Non-Manufacturing Purposes,,,Carbon dioxide,Carbon dioxide,776517.6089474547,3.6978789892254616e-05,1.0,776517.6089474547,0.7765176089474547,0.005815622790822537,Detail_Use_2022
10512,"Museums, historical sites, zoos, and parks",712000,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Carbon dioxide,Carbon dioxide,483172.1438889726,2.3009293008665775e-05,1.0,483172.1438889726,0.48317214388897256,0.00361865191402432,Detail_Use_2022
10513,"Museums, historical sites, zoos, and parks",712000,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Commercial Stationary Air Conditioning,,Fluorinated gases (F-Gases),HFC-125,119.20681923955293,5.676785525003711e-09,3170.0,377885.6169893828,0.3778856169893828,0.0028301228216399666,Detail_Use_2022
10514,"Museums, historical sites, zoos, and parks",712000,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-32,443.42058525389166,2.1116271501209183e-08,677.0,300195.73621688463,0.3001957362168846,0.0022482750489291234,Detail_Use_2022
10515,"Museums, historical sites, zoos, and parks",712000,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Commercial Stationary Air Conditioning,,Fluorinated gases (F-Gases),HFC-134a,194.9989816895824,9.286107990360607e-09,1300.0,253498.67619645712,0.2534986761964571,0.0018985437828380504,Detail_Use_2022
